timestamp,cash,altcoin,value,exposure
1739102400000,1002504.6175224034,0.0,1002504.6175224034,0.0
1739116800000,1002504.6175224034,0.0,1002504.6175224034,0.0
1739131200000,1002504.6175224034,0.0,1002504.6175224034,0.0
1739145600000,1002504.6175224034,0.0,1002504.6175224034,0.0
1739160000000,1002504.6175224034,0.0,1002504.6175224034,0.0
1739174400000,1002504.6175224034,0.0,1002504.6175224034,0.0
1739188800000,1002504.6175224034,0.0,1002504.6175224034,0.0
1739203200000,1002504.6175224034,0.0,1002504.6175224034,0.0
1739217600000,1002504.6175224034,0.0,1002504.6175224034,0.0
1739232000000,1002504.6175224034,0.0,1002504.6175224034,0.0
1739246400000,1002504.6175224034,0.0,1002504.6175224034,0.0
1739260800000,1002504.6175224034,0.0,1002504.6175224034,0.0
1739275200000,1002504.6175224034,0.0,1002504.6175224034,0.0
1739289600000,1002504.6175224034,0.0,1002504.6175224034,0.0
1739304000000,1002504.6175224034,0.0,1002504.6175224034,0.0
1739318400000,1002504.6175224034,0.0,1002504.6175224034,0.0
1739332800000,1002504.6175224034,0.0,1002504.6175224034,0.0
1739347200000,1002504.6175224034,0.0,1002504.6175224034,0.0
1739361600000,978426.4616187502,-125.31307719030042,1002504.6175224034,24060.11082053768
1739376000000,978598.9979525086,-124.23517602228883,1002681.3998132226,24064.353595517343
1739390400000,1003027.6606417213,0.0,1003027.6606417213,0.0
1739404800000,1003027.6606417213,0.0,1003027.6606417213,0.0
1739419200000,1003027.6606417213,0.0,1003027.6606417213,0.0
1739433600000,1003027.6606417213,0.0,1003027.6606417213,0.0
1739448000000,1003027.6606417213,0.0,1003027.6606417213,0.0
1739462400000,1003027.6606417213,0.0,1003027.6606417213,0.0
1739476800000,1003027.6606417213,0.0,1003027.6606417213,0.0
1739491200000,1003027.6606417213,0.0,1003027.6606417213,0.0
1739505600000,1003027.6606417213,0.0,1003027.6606417213,0.0
1739520000000,1003027.6606417213,0.0,1003027.6606417213,0.0
1739534400000,1003027.6606417213,0.0,1003027.6606417213,0.0
1739548800000,1003027.6606417213,0.0,1003027.6606417213,0.0
1739563200000,1003027.6606417213,0.0,1003027.6606417213,0.0
1739577600000,1003027.6606417213,0.0,1003027.6606417213,0.0
1739592000000,1003027.6606417213,0.0,1003027.6606417213,0.0
1739606400000,1003027.6606417213,0.0,1003027.6606417213,0.0
1739620800000,1003027.6606417213,0.0,1003027.6606417213,0.0
1739635200000,1003027.6606417213,0.0,1003027.6606417213,0.0
1739649600000,1003027.6606417213,0.0,1003027.6606417213,0.0
1739664000000,1003027.6606417213,0.0,1003027.6606417213,0.0
1739678400000,1003027.6606417213,0.0,1003027.6606417213,0.0
1739692800000,1003027.6606417213,0.0,1003027.6606417213,0.0
1739707200000,978936.9422884284,-126.48520310740496,1003027.6606417213,24072.66385540131
